"2024-12-22T01:21:01.000Z",25,70
"2024-12-22T01:21:02.000Z",25,70
"2024-12-22T01:21:03.000Z",25,70
"2024-12-22T01:21:04.000Z",25,70
"2024-12-22T01:21:05.000Z",25,70
"2024-12-22T01:21:06.000Z",25,70
"2024-12-22T01:21:07.000Z",25,70
"2024-12-22T01:21:08.000Z",25,70
2024-12-22T18:53:30+01:00,23,53
2024-12-22T18:54:03+01:00,23,53
2024-12-22T19:07:48+01:00,23,53
2024-12-22T22:55:32+01:00,22,10
2024-12-22T23:28:46+01:00,23,63
2024-12-22T23:28:48+01:00,23,63
2024-12-22T23:28:51+01:00,23,63
2024-12-22T23:28:53+01:00,23,63
2024-12-22T23:28:56+01:00,23,63
2024-12-22T23:28:58+01:00,23,63
2024-12-22T23:29:01+01:00,23,63
2024-12-22T23:29:04+01:00,23,63
2024-12-22T23:29:06+01:00,23,63
2024-12-22T23:29:09+01:00,23,63
2024-12-22T23:29:11+01:00,23,63
2024-12-22T23:29:14+01:00,23,63
2024-12-22T23:29:16+01:00,23,63
2024-12-22T23:29:19+01:00,23,63
2024-12-22T23:29:21+01:00,23,63
2024-12-22T23:29:24+01:00,23,63
2024-12-22T23:29:27+01:00,23,63
2024-12-22T23:29:29+01:00,23,63
2024-12-22T23:29:32+01:00,23,63
2024-12-22T23:29:34+01:00,23,63
2024-12-22T23:29:37+01:00,23,63
2024-12-22T23:29:39+01:00,23,63
2024-12-22T23:29:42+01:00,23,63
2024-12-22T23:29:45+01:00,23,63
2024-12-22T23:29:50+01:00,23,63
2024-12-22T23:29:52+01:00,23,63
2024-12-22T23:29:55+01:00,23,63
2024-12-22T23:29:58+01:00,23,63
2024-12-22T23:30:00+01:00,23,62
2024-12-22T23:30:03+01:00,23,62
2024-12-22T23:30:05+01:00,23,62
2024-12-22T23:34:34+01:00,23,63
2024-12-22T23:34:37+01:00,22,63
2024-12-22T23:34:40+01:00,23,63
2024-12-22T23:34:42+01:00,23,63
2024-12-22T23:57:38+01:00,22,62
2024-12-22T23:57:41+01:00,22,62
2024-12-22T23:57:43+01:00,22,61
2024-12-22T23:57:46+01:00,22,61
2024-12-22T23:57:49+01:00,22,61
2024-12-22T23:57:51+01:00,22,61
2024-12-22T23:57:54+01:00,22,61
2024-12-22T23:57:56+01:00,23,61
2024-12-22T23:57:59+01:00,23,61
2024-12-22T23:58:02+01:00,22,61
2024-12-22T23:58:04+01:00,23,61
2024-12-22T23:58:07+01:00,22,61
2024-12-22T23:58:10+01:00,23,61
2024-12-22T23:58:12+01:00,22,61
2024-12-22T23:58:15+01:00,22,61
2024-12-22T23:58:17+01:00,23,61
2024-12-22T23:58:20+01:00,23,61
2024-12-22T23:58:23+01:00,23,61
2024-12-22T23:58:25+01:00,23,61
2024-12-22T23:58:28+01:00,23,61
2024-12-22T23:58:31+01:00,23,61
2024-12-22T23:58:33+01:00,23,61
2024-12-22T23:58:36+01:00,23,61
2024-12-22T23:58:38+01:00,23,61
2024-12-22T23:58:54+01:00,23,61
2024-12-22T23:58:57+01:00,23,61
2024-12-22T23:59:00+01:00,23,61
2024-12-22T23:59:02+01:00,23,61
2024-12-22T23:59:05+01:00,23,61
2024-12-22T23:59:08+01:00,23,61
2024-12-22T23:59:10+01:00,23,61
2024-12-22T23:59:13+01:00,23,61
2024-12-22T23:59:15+01:00,23,61
2024-12-22T23:59:18+01:00,23,61
2024-12-22T23:59:20+01:00,23,61
2024-12-23T00:00:53+01:00,23,61
2024-12-23T00:00:56+01:00,22,61
2024-12-23T00:00:59+01:00,22,61
2024-12-23T00:01:01+01:00,22,61
2024-12-23T00:01:04+01:00,22,61
2024-12-23T00:01:06+01:00,22,61
2024-12-23T00:01:09+01:00,22,61
2024-12-23T00:01:11+01:00,23,61
2024-12-23T00:01:14+01:00,23,61
2024-12-23T00:01:16+01:00,23,61
2024-12-23T00:01:19+01:00,23,61
2024-12-23T00:01:22+01:00,23,61
2024-12-23T00:01:24+01:00,23,61
2024-12-23T00:01:27+01:00,23,61
2024-12-23T00:01:29+01:00,23,61
2024-12-23T00:01:32+01:00,23,61
2024-12-23T00:01:34+01:00,23,61
2024-12-23T00:01:37+01:00,23,61
2024-12-23T00:01:40+01:00,23,61
2024-12-23T00:01:42+01:00,23,61
2024-12-23T00:01:45+01:00,23,61
2024-12-23T00:01:47+01:00,23,61
2024-12-23T00:01:50+01:00,23,61
2024-12-23T00:01:52+01:00,23,61
2024-12-23T00:01:55+01:00,23,61
2024-12-23T00:01:58+01:00,23,61
2024-12-23T00:02:00+01:00,23,61
2024-12-23T00:02:03+01:00,23,61
2024-12-23T00:02:05+01:00,23,61
2024-12-23T00:02:08+01:00,23,61
2024-12-23T00:02:10+01:00,23,61
2024-12-23T00:02:13+01:00,23,61
2024-12-23T00:02:16+01:00,23,61
2024-12-23T00:02:18+01:00,23,61
2024-12-23T00:02:21+01:00,23,61
2024-12-23T00:02:23+01:00,23,61
2024-12-23T00:02:26+01:00,23,61
2024-12-23T00:02:28+01:00,23,61
2024-12-23T00:02:31+01:00,23,61
2024-12-23T00:02:33+01:00,23,61
2024-12-23T00:02:36+01:00,23,61
2024-12-23T00:02:39+01:00,23,61
2024-12-23T00:02:41+01:00,23,61
2024-12-23T00:02:44+01:00,23,61
2024-12-23T00:02:46+01:00,23,61
2024-12-23T00:02:49+01:00,23,61
2024-12-23T00:02:51+01:00,23,61
